,Nation,Coverage,Metric,Value,Year
34079,New Hampshire,Any coverage,MOError2,0.6,2009
34080,New Hampshire,Uninsured,MOError2,0.6,2009
34081,New Hampshire,Private,MOError2,0.8,2009
34082,New Hampshire,Employer-based,MOError2,1.0,2009
34083,New Hampshire,Direct-purchase,MOError2,0.5,2009
34084,New Hampshire,TRICARE,MOError2,0.3,2009
34085,New Hampshire,Public,MOError2,0.6,2009
34086,New Hampshire,Medicaid,MOError2,0.6,2009
34087,New Hampshire,Medicare,MOError2,0.2,2009
34088,New Hampshire,VA Care,MOError2,0.2,2009
34089,New Jersey,Total,MOError2,0.0,2009
34090,New Jersey,Any coverage,MOError2,0.2,2009
34091,New Jersey,Uninsured,MOError2,0.2,2009
34092,New Jersey,Private,MOError2,0.4,2009
34093,New Jersey,Employer-based,MOError2,0.3,2009
34094,New Jersey,Direct-purchase,MOError2,0.2,2009
34095,New Jersey,TRICARE,MOError2,0.1,2009
34096,New Jersey,Public,MOError2,0.3,2009
34097,New Jersey,Medicaid,MOError2,0.3,2009
34098,New Jersey,Medicare,MOError2,0.1,2009
34099,New Jersey,VA Care,MOError2,0.1,2009
34100,New Mexico,Total,MOError2,0.0,2009
34101,New Mexico,Any coverage,MOError2,0.6,2009
34102,New Mexico,Uninsured,MOError2,0.6,2009
34103,New Mexico,Private,MOError2,0.9,2009
34104,New Mexico,Employer-based,MOError2,0.9,2009
34105,New Mexico,Direct-purchase,MOError2,0.5,2009
34106,New Mexico,TRICARE,MOError2,0.3,2009
34107,New Mexico,Public,MOError2,0.6,2009
34108,New Mexico,Medicaid,MOError2,0.7,2009
34109,New Mexico,Medicare,MOError2,0.2,2009
34110,New Mexico,VA Care,MOError2,0.2,2009
34111,New York,Total,MOError2,0.0,2009
34112,New York,Any coverage,MOError2,0.2,2009
34113,New York,Uninsured,MOError2,0.2,2009
34114,New York,Private,MOError2,0.3,2009
34115,New York,Employer-based,MOError2,0.3,2009
34116,New York,Direct-purchase,MOError2,0.2,2009
34117,New York,TRICARE,MOError2,Z,2009
34118,New York,Public,MOError2,0.2,2009
34119,New York,Medicaid,MOError2,0.2,2009
34120,New York,Medicare,MOError2,0.1,2009
34121,New York,VA Care,MOError2,Z,2009
34122,North Carolina,Total,MOError2,0.0,2009
34123,North Carolina,Any coverage,MOError2,0.3,2009
34124,North Carolina,Uninsured,MOError2,0.3,2009
34125,North Carolina,Private,MOError2,0.3,2009
34126,North Carolina,Employer-based,MOError2,0.3,2009
34127,North Carolina,Direct-purchase,MOError2,0.3,2009
34128,North Carolina,TRICARE,MOError2,0.1,2009
34129,North Carolina,Public,MOError2,0.3,2009
34130,North Carolina,Medicaid,MOError2,0.3,2009
34131,North Carolina,Medicare,MOError2,0.1,2009
34132,North Carolina,VA Care,MOError2,0.1,2009
34133,North Dakota,Total,MOError2,0.0,2009
34134,North Dakota,Any coverage,MOError2,0.6,2009
34135,North Dakota,Uninsured,MOError2,0.6,2009
34136,North Dakota,Private,MOError2,0.9,2009
34137,North Dakota,Employer-based,MOError2,1.1,2009
34138,North Dakota,Direct-purchase,MOError2,0.8,2009
34139,North Dakota,TRICARE,MOError2,0.6,2009
34140,North Dakota,Public,MOError2,0.6,2009
34141,North Dakota,Medicaid,MOError2,0.7,2009
34142,North Dakota,Medicare,MOError2,0.3,2009
34143,North Dakota,VA Care,MOError2,0.3,2009
34144,Ohio,Total,MOError2,0.0,2009
34145,Ohio,Any coverage,MOError2,0.2,2009
34146,Ohio,Uninsured,MOError2,0.2,2009
34147,Ohio,Private,MOError2,0.3,2009
34148,Ohio,Employer-based,MOError2,0.3,2009
34149,Ohio,Direct-purchase,MOError2,0.2,2009
34150,Ohio,TRICARE,MOError2,0.1,2009
34151,Ohio,Public,MOError2,0.3,2009
34152,Ohio,Medicaid,MOError2,0.3,2009
34153,Ohio,Medicare,MOError2,0.1,2009
34154,Ohio,VA Care,MOError2,0.1,2009
34155,Oklahoma,Total,MOError2,0.0,2009
34156,Oklahoma,Any coverage,MOError2,0.5,2009
34157,Oklahoma,Uninsured,MOError2,0.5,2009
34158,Oklahoma,Private,MOError2,0.6,2009
34159,Oklahoma,Employer-based,MOError2,0.5,2009
34160,Oklahoma,Direct-purchase,MOError2,0.3,2009
34161,Oklahoma,TRICARE,MOError2,0.2,2009
34162,Oklahoma,Public,MOError2,0.5,2009
34163,Oklahoma,Medicaid,MOError2,0.4,2009
34164,Oklahoma,Medicare,MOError2,0.2,2009
34165,Oklahoma,VA Care,MOError2,0.1,2009
34166,Oregon,Total,MOError2,0.0,2009
34167,Oregon,Any coverage,MOError2,0.5,2009
34168,Oregon,Uninsured,MOError2,0.5,2009
34169,Oregon,Private,MOError2,0.6,2009
34170,Oregon,Employer-based,MOError2,0.6,2009
34171,Oregon,Direct-purchase,MOError2,0.4,2009
34172,Oregon,TRICARE,MOError2,0.1,2009
34173,Oregon,Public,MOError2,0.4,2009
34174,Oregon,Medicaid,MOError2,0.4,2009
34175,Oregon,Medicare,MOError2,0.1,2009
34176,Oregon,VA Care,MOError2,0.1,2009
34177,Pennsylvania,Total,MOError2,0.0,2009
34178,Pennsylvania,Any coverage,MOError2,0.2,2009
34179,Pennsylvania,Uninsured,MOError2,0.2,2009
34180,Pennsylvania,Private,MOError2,0.3,2009
34181,Pennsylvania,Employer-based,MOError2,0.3,2009
34182,Pennsylvania,Direct-purchase,MOError2,0.2,2009
34183,Pennsylvania,TRICARE,MOError2,0.1,2009
34184,Pennsylvania,Public,MOError2,0.2,2009
34185,Pennsylvania,Medicaid,MOError2,0.2,2009
34186,Pennsylvania,Medicare,MOError2,0.1,2009
34187,Pennsylvania,VA Care,MOError2,0.1,2009
34188,Rhode Island,Total,MOError2,0.0,2009
34189,Rhode Island,Any coverage,MOError2,0.7,2009
34190,Rhode Island,Uninsured,MOError2,0.7,2009
34191,Rhode Island,Private,MOError2,1.0,2009
34192,Rhode Island,Employer-based,MOError2,1.2,2009
34193,Rhode Island,Direct-purchase,MOError2,0.6,2009
34194,Rhode Island,TRICARE,MOError2,0.3,2009
34195,Rhode Island,Public,MOError2,0.9,2009
34196,Rhode Island,Medicaid,MOError2,0.8,2009
34197,Rhode Island,Medicare,MOError2,0.3,2009
34198,Rhode Island,VA Care,MOError2,0.2,2009
34199,South Carolina,Total,MOError2,0.0,2009
34200,South Carolina,Any coverage,MOError2,0.4,2009
34201,South Carolina,Uninsured,MOError2,0.4,2009
34202,South Carolina,Private,MOError2,0.6,2009
34203,South Carolina,Employer-based,MOError2,0.6,2009
34204,South Carolina,Direct-purchase,MOError2,0.3,2009
34205,South Carolina,TRICARE,MOError2,0.2,2009
34206,South Carolina,Public,MOError2,0.5,2009
34207,South Carolina,Medicaid,MOError2,0.5,2009
34208,South Carolina,Medicare,MOError2,0.2,2009
34209,South Carolina,VA Care,MOError2,0.1,2009
34210,South Dakota,Total,MOError2,0.0,2009
34211,South Dakota,Any coverage,MOError2,0.7,2009
34212,South Dakota,Uninsured,MOError2,0.7,2009
34213,South Dakota,Private,MOError2,1.0,2009
34214,South Dakota,Employer-based,MOError2,1.2,2009
34215,South Dakota,Direct-purchase,MOError2,0.9,2009
34216,South Dakota,TRICARE,MOError2,0.4,2009
34217,South Dakota,Public,MOError2,0.9,2009
34218,South Dakota,Medicaid,MOError2,0.9,2009
34219,South Dakota,Medicare,MOError2,0.3,2009
34220,South Dakota,VA Care,MOError2,0.3,2009
34221,Tennessee,Total,MOError2,0.0,2009
34222,Tennessee,Any coverage,MOError2,0.3,2009
34223,Tennessee,Uninsured,MOError2,0.3,2009
34224,Tennessee,Private,MOError2,0.5,2009
34225,Tennessee,Employer-based,MOError2,0.5,2009
34226,Tennessee,Direct-purchase,MOError2,0.3,2009
34227,Tennessee,TRICARE,MOError2,0.1,2009
34228,Tennessee,Public,MOError2,0.3,2009
34229,Tennessee,Medicaid,MOError2,0.4,2009
34230,Tennessee,Medicare,MOError2,0.2,2009
34231,Tennessee,VA Care,MOError2,0.1,2009
34232,Texas,Total,MOError2,0.0,2009
34233,Texas,Any coverage,MOError2,0.2,2009
34234,Texas,Uninsured,MOError2,0.2,2009
34235,Texas,Private,MOError2,0.3,2009
34236,Texas,Employer-based,MOError2,0.3,2009
34237,Texas,Direct-purchase,MOError2,0.1,2009
34238,Texas,TRICARE,MOError2,0.1,2009
34239,Texas,Public,MOError2,0.2,2009
34240,Texas,Medicaid,MOError2,0.1,2009
34241,Texas,Medicare,MOError2,0.1,2009
34242,Texas,VA Care,MOError2,Z,2009
34243,Utah,Total,MOError2,0.0,2009
34244,Utah,Any coverage,MOError2,0.6,2009
34245,Utah,Uninsured,MOError2,0.6,2009
34246,Utah,Private,MOError2,0.7,2009
34247,Utah,Employer-based,MOError2,0.8,2009
34248,Utah,Direct-purchase,MOError2,0.6,2009
34249,Utah,TRICARE,MOError2,0.2,2009
34250,Utah,Public,MOError2,0.5,2009
34251,Utah,Medicaid,MOError2,0.5,2009
34252,Utah,Medicare,MOError2,0.1,2009
34253,Utah,VA Care,MOError2,0.1,2009
34254,Vermont,Total,MOError2,0.0,2009
34255,Vermont,Any coverage,MOError2,0.6,2009
34256,Vermont,Uninsured,MOError2,0.6,2009
34257,Vermont,Private,MOError2,1.1,2009
34258,Vermont,Employer-based,MOError2,1.1,2009
34259,Vermont,Direct-purchase,MOError2,0.6,2009
34260,Vermont,TRICARE,MOError2,0.3,2009
34261,Vermont,Public,MOError2,1.0,2009
34262,Vermont,Medicaid,MOError2,1.0,2009
34263,Vermont,Medicare,MOError2,0.3,2009
34264,Vermont,VA Care,MOError2,0.2,2009
34265,Virginia,Total,MOError2,0.0,2009
34266,Virginia,Any coverage,MOError2,0.3,2009
34267,Virginia,Uninsured,MOError2,0.3,2009
34268,Virginia,Private,MOError2,0.4,2009
34269,Virginia,Employer-based,MOError2,0.4,2009
34270,Virginia,Direct-purchase,MOError2,0.3,2009
34271,Virginia,TRICARE,MOError2,0.2,2009
34272,Virginia,Public,MOError2,0.3,2009
34273,Virginia,Medicaid,MOError2,0.3,2009
34274,Virginia,Medicare,MOError2,0.1,2009
34275,Virginia,VA Care,MOError2,0.1,2009
34276,Washington,Total,MOError2,0.0,2009
34277,Washington,Any coverage,MOError2,0.3,2009
34278,Washington,Uninsured,MOError2,0.3,2009
34279,Washington,Private,MOError2,0.5,2009
34280,Washington,Employer-based,MOError2,0.5,2009
34281,Washington,Direct-purchase,MOError2,0.3,2009
34282,Washington,TRICARE,MOError2,0.2,2009
34283,Washington,Public,MOError2,0.3,2009
34284,Washington,Medicaid,MOError2,0.3,2009
34285,Washington,Medicare,MOError2,0.1,2009
34286,Washington,VA Care,MOError2,0.1,2009
34287,West Virginia,Total,MOError2,0.0,2009
34288,West Virginia,Any coverage,MOError2,0.6,2009
34289,West Virginia,Uninsured,MOError2,0.6,2009
34290,West Virginia,Private,MOError2,0.9,2009
34291,West Virginia,Employer-based,MOError2,0.9,2009
34292,West Virginia,Direct-purchase,MOError2,0.5,2009
34293,West Virginia,TRICARE,MOError2,0.2,2009
34294,West Virginia,Public,MOError2,0.6,2009
34295,West Virginia,Medicaid,MOError2,0.6,2009
34296,West Virginia,Medicare,MOError2,0.3,2009
34297,West Virginia,VA Care,MOError2,0.2,2009
34298,Wisconsin,Total,MOError2,0.0,2009
34299,Wisconsin,Any coverage,MOError2,0.2,2009
34300,Wisconsin,Uninsured,MOError2,0.2,2009
34301,Wisconsin,Private,MOError2,0.4,2009
34302,Wisconsin,Employer-based,MOError2,0.4,2009
34303,Wisconsin,Direct-purchase,MOError2,0.2,2009
34304,Wisconsin,TRICARE,MOError2,0.1,2009
34305,Wisconsin,Public,MOError2,0.4,2009
34306,Wisconsin,Medicaid,MOError2,0.4,2009
34307,Wisconsin,Medicare,MOError2,0.1,2009
34308,Wisconsin,VA Care,MOError2,0.1,2009
34309,Wyoming,Total,MOError2,0.0,2009
34310,Wyoming,Any coverage,MOError2,1.2,2009
34311,Wyoming,Uninsured,MOError2,1.2,2009
34312,Wyoming,Private,MOError2,1.4,2009
34313,Wyoming,Employer-based,MOError2,1.6,2009
34314,Wyoming,Direct-purchase,MOError2,0.9,2009
34315,Wyoming,TRICARE,MOError2,0.5,2009
34316,Wyoming,Public,MOError2,0.9,2009
34317,Wyoming,Medicaid,MOError2,0.9,2009
34318,Wyoming,Medicare,MOError2,0.5,2009
34319,Wyoming,VA Care,MOError2,0.3,2009
34331,Alabama,Total,estimate,"4,575",2008
34332,Alabama,Any coverage,estimate,"3,966",2008
34333,Alabama,Uninsured,estimate,609,2008
34334,Alabama,Private,estimate,"3,170",2008
34335,Alabama,Employer-based,estimate,"2,644",2008
34336,Alabama,Direct-purchase,estimate,668,2008
34337,Alabama,TRICARE,estimate,192,2008
34338,Alabama,Public,estimate,"1,401",2008
34339,Alabama,Medicaid,estimate,756,2008
34340,Alabama,Medicare,estimate,768,2008
34341,Alabama,VA Care,estimate,125,2008
34342,Alaska,Total,estimate,659,2008
34343,Alaska,Any coverage,estimate,533,2008
34344,Alaska,Uninsured,estimate,126,2008
34345,Alaska,Private,estimate,447,2008
34346,Alaska,Employer-based,estimate,374,2008
34347,Alaska,Direct-purchase,estimate,57,2008
34348,Alaska,TRICARE,estimate,64,2008
34349,Alaska,Public,estimate,145,2008
34350,Alaska,Medicaid,estimate,93,2008
34351,Alaska,Medicare,estimate,59,2008
34352,Alaska,VA Care,estimate,21,2008
34353,Arizona,Total,estimate,"6,403",2008
34354,Arizona,Any coverage,estimate,"5,249",2008
34355,Arizona,Uninsured,estimate,"1,154",2008
34356,Arizona,Private,estimate,"4,036",2008
34357,Arizona,Employer-based,estimate,"3,297",2008
34358,Arizona,Direct-purchase,estimate,867,2008
34359,Arizona,TRICARE,estimate,209,2008
34360,Arizona,Public,estimate,"1,963",2008
34361,Arizona,Medicaid,estimate,"1,120",2008
34362,Arizona,Medicare,estimate,946,2008
34363,Arizona,VA Care,estimate,164,2008
34364,Arkansas,Total,estimate,"2,802",2008
34365,Arkansas,Any coverage,estimate,"2,322",2008
34366,Arkansas,Uninsured,estimate,480,2008
34367,Arkansas,Private,estimate,"1,697",2008
34368,Arkansas,Employer-based,estimate,"1,354",2008
34369,Arkansas,Direct-purchase,estimate,411,2008
34370,Arkansas,TRICARE,estimate,97,2008
34371,Arkansas,Public,estimate,985,2008
34372,Arkansas,Medicaid,estimate,578,2008
34373,Arkansas,Medicare,estimate,489,2008
34374,Arkansas,VA Care,estimate,98,2008
34375,California,Total,estimate,"36,160",2008
34376,California,Any coverage,estimate,"29,920",2008
34377,California,Uninsured,estimate,"6,239",2008
34378,California,Private,estimate,"23,360",2008
34379,California,Employer-based,estimate,"19,390",2008
34380,California,Direct-purchase,estimate,"5,018",2008
34381,California,TRICARE,estimate,640,2008
34382,California,Public,estimate,"9,746",2008
34383,California,Medicaid,estimate,"6,239",2008
34384,California,Medicare,estimate,"4,461",2008
34385,California,VA Care,estimate,507,2008
34386,Colorado,Total,estimate,"4,853",2008
34387,Colorado,Any coverage,estimate,"4,042",2008
34388,Colorado,Uninsured,estimate,812,2008
34389,Colorado,Private,estimate,"3,517",2008
34390,Colorado,Employer-based,estimate,"2,859",2008
34391,Colorado,Direct-purchase,estimate,750,2008
34392,Colorado,TRICARE,estimate,177,2008
34393,Colorado,Public,estimate,992,2008
34394,Colorado,Medicaid,estimate,493,2008
34395,Colorado,Medicare,estimate,556,2008
34396,Colorado,VA Care,estimate,87,2008
34397,Connecticut,Total,estimate,"3,441",2008
34398,Connecticut,Any coverage,estimate,"3,138",2008
34399,Connecticut,Uninsured,estimate,302,2008
34400,Connecticut,Private,estimate,"2,697",2008
34401,Connecticut,Employer-based,estimate,"2,374",2008
34402,Connecticut,Direct-purchase,estimate,500,2008
34403,Connecticut,TRICARE,estimate,41,2008
34404,Connecticut,Public,estimate,863,2008
34405,Connecticut,Medicaid,estimate,434,2008
34406,Connecticut,Medicare,estimate,497,2008
34407,Connecticut,VA Care,estimate,62,2008
34408,Delaware,Total,estimate,856,2008
34409,Delaware,Any coverage,estimate,771,2008
34410,Delaware,Uninsured,estimate,85,2008
34411,Delaware,Private,estimate,641,2008
34412,Delaware,Employer-based,estimate,567,2008
34413,Delaware,Direct-purchase,estimate,115,2008
34414,Delaware,TRICARE,estimate,29,2008
34415,Delaware,Public,estimate,248,2008
34416,Delaware,Medicaid,estimate,133,2008
34417,Delaware,Medicare,estimate,136,2008
34418,Delaware,VA Care,estimate,19,2008
34419,District of Columbia,Total,estimate,580,2008
34420,District of Columbia,Any coverage,estimate,536,2008
34421,District of Columbia,Uninsured,estimate,44,2008
34422,District of Columbia,Private,estimate,406,2008
34423,District of Columbia,Employer-based,estimate,353,2008
34424,District of Columbia,Direct-purchase,estimate,93,2008
34425,District of Columbia,TRICARE,estimate,8,2008
34426,District of Columbia,Public,estimate,191,2008
34427,District of Columbia,Medicaid,estimate,139,2008
34428,District of Columbia,Medicare,estimate,69,2008
34429,District of Columbia,VA Care,estimate,9,2008
34430,Florida,Total,estimate,"18,000",2008
34431,Florida,Any coverage,estimate,"14,360",2008
34432,Florida,Uninsured,estimate,"3,639",2008
34433,Florida,Private,estimate,"11,480",2008
34434,Florida,Employer-based,estimate,"9,115",2008
34435,Florida,Direct-purchase,estimate,"2,832",2008
34436,Florida,TRICARE,estimate,633,2008
34437,Florida,Public,estimate,"5,243",2008
34438,Florida,Medicaid,estimate,"2,301",2008
34439,Florida,Medicare,estimate,"3,390",2008
34440,Florida,VA Care,estimate,533,2008
34441,Georgia,Total,estimate,"9,472",2008
34442,Georgia,Any coverage,estimate,"7,748",2008
34443,Georgia,Uninsured,estimate,"1,725",2008
34444,Georgia,Private,estimate,"6,232",2008
34445,Georgia,Employer-based,estimate,"5,235",2008
34446,Georgia,Direct-purchase,estimate,"1,175",2008
34447,Georgia,TRICARE,estimate,361,2008
34448,Georgia,Public,estimate,"2,376",2008
34449,Georgia,Medicaid,estimate,"1,415",2008
34450,Georgia,Medicare,estimate,"1,138",2008
34451,Georgia,VA Care,estimate,170,2008
34452,Hawaii,Total,estimate,"1,237",2008
34453,Hawaii,Any coverage,estimate,"1,156",2008
34454,Hawaii,Uninsured,estimate,80,2008
34455,Hawaii,Private,estimate,"1,013",2008
34456,Hawaii,Employer-based,estimate,853,2008
34457,Hawaii,Direct-purchase,estimate,225,2008
34458,Hawaii,TRICARE,estimate,100,2008
34459,Hawaii,Public,estimate,323,2008
34460,Hawaii,Medicaid,estimate,152,2008
34461,Hawaii,Medicare,estimate,198,2008
34462,Hawaii,VA Care,estimate,23,2008
34463,Idaho,Total,estimate,"1,499",2008
34464,Idaho,Any coverage,estimate,"1,241",2008
34465,Idaho,Uninsured,estimate,257,2008
34466,Idaho,Private,estimate,"1,056",2008
34467,Idaho,Employer-based,estimate,830,2008
34468,Idaho,Direct-purchase,estimate,272,2008
34469,Idaho,TRICARE,estimate,47,2008
34470,Idaho,Public,estimate,369,2008
34471,Idaho,Medicaid,estimate,183,2008
34472,Idaho,Medicare,estimate,200,2008
34473,Idaho,VA Care,estimate,41,2008
34474,Illinois,Total,estimate,"12,710",2008
34475,Illinois,Any coverage,estimate,"11,130",2008
34476,Illinois,Uninsured,estimate,"1,575",2008
34477,Illinois,Private,estimate,"9,110",2008
34478,Illinois,Employer-based,estimate,"7,894",2008
34479,Illinois,Direct-purchase,estimate,"1,733",2008
34480,Illinois,TRICARE,estimate,140,2008
34481,Illinois,Public,estimate,"3,386",2008
34482,Illinois,Medicaid,estimate,"1,954",2008
34483,Illinois,Medicare,estimate,"1,679",2008
34484,Illinois,VA Care,estimate,210,2008
34485,Indiana,Total,estimate,"6,271",2008
34486,Indiana,Any coverage,estimate,"5,432",2008
34487,Indiana,Uninsured,estimate,839,2008
34488,Indiana,Private,estimate,"4,561",2008
34489,Indiana,Employer-based,estimate,"3,955",2008
34490,Indiana,Direct-purchase,estimate,857,2008
34491,Indiana,TRICARE,estimate,92,2008
34492,Indiana,Public,estimate,"1,618",2008
34493,Indiana,Medicaid,estimate,824,2008
34494,Indiana,Medicare,estimate,892,2008
34495,Indiana,VA Care,estimate,139,2008
34496,Iowa,Total,estimate,"2,951",2008
34497,Iowa,Any coverage,estimate,"2,696",2008
34498,Iowa,Uninsured,estimate,256,2008
34499,Iowa,Private,estimate,"2,326",2008
34500,Iowa,Employer-based,estimate,"1,892",2008
34501,Iowa,Direct-purchase,estimate,573,2008
34502,Iowa,TRICARE,estimate,46,2008
34503,Iowa,Public,estimate,792,2008
34504,Iowa,Medicaid,estimate,394,2008
34505,Iowa,Medicare,estimate,463,2008
34506,Iowa,VA Care,estimate,79,2008
34507,Kansas,Total,estimate,"2,739",2008
34508,Kansas,Any coverage,estimate,"2,426",2008
34509,Kansas,Uninsured,estimate,313,2008
34510,Kansas,Private,estimate,"2,109",2008
34511,Kansas,Employer-based,estimate,"1,728",2008
34512,Kansas,Direct-purchase,estimate,447,2008
34513,Kansas,TRICARE,estimate,97,2008
34514,Kansas,Public,estimate,659,2008
34515,Kansas,Medicaid,estimate,310,2008
34516,Kansas,Medicare,estimate,389,2008
34517,Kansas,VA Care,estimate,64,2008
34518,Kentucky,Total,estimate,"4,188",2008
34519,Kentucky,Any coverage,estimate,"3,637",2008
34520,Kentucky,Uninsured,estimate,551,2008
34521,Kentucky,Private,estimate,"2,845",2008
34522,Kentucky,Employer-based,estimate,"2,400",2008
34523,Kentucky,Direct-purchase,estimate,582,2008
34524,Kentucky,TRICARE,estimate,113,2008
34525,Kentucky,Public,estimate,"1,328",2008
34526,Kentucky,Medicaid,estimate,758,2008
34527,Kentucky,Medicare,estimate,686,2008
34528,Kentucky,VA Care,estimate,117,2008
34529,Louisiana,Total,estimate,"4,313",2008
34530,Louisiana,Any coverage,estimate,"3,580",2008
34531,Louisiana,Uninsured,estimate,733,2008
34532,Louisiana,Private,estimate,"2,659",2008
34533,Louisiana,Employer-based,estimate,"2,208",2008
34534,Louisiana,Direct-purchase,estimate,601,2008
34535,Louisiana,TRICARE,estimate,111,2008
34536,Louisiana,Public,estimate,"1,382",2008
34537,Louisiana,Medicaid,estimate,882,2008
34538,Louisiana,Medicare,estimate,622,2008
34539,Louisiana,VA Care,estimate,94,2008
34540,Maine,Total,estimate,"1,299",2008
34541,Maine,Any coverage,estimate,"1,164",2008
34542,Maine,Uninsured,estimate,135,2008
34543,Maine,Private,estimate,903,2008
34544,Maine,Employer-based,estimate,749,2008
34545,Maine,Direct-purchase,estimate,199,2008
34546,Maine,TRICARE,estimate,40,2008
34547,Maine,Public,estimate,456,2008
34548,Maine,Medicaid,estimate,275,2008
34549,Maine,Medicare,estimate,231,2008
34550,Maine,VA Care,estimate,41,2008
34551,Maryland,Total,estimate,"5,530",2008
34552,Maryland,Any coverage,estimate,"4,934",2008
34553,Maryland,Uninsured,estimate,595,2008
34554,Maryland,Private,estimate,"4,320",2008
34555,Maryland,Employer-based,estimate,"3,795",2008
34556,Maryland,Direct-purchase,estimate,831,2008
34557,Maryland,TRICARE,estimate,192,2008
34558,Maryland,Public,estimate,"1,252",2008
34559,Maryland,Medicaid,estimate,631,2008
34560,Maryland,Medicare,estimate,712,2008
